"Weather_Condition","Road_Type","Road_Condition","Time_of_Day","Traffic_Density","Speed_Limit","Visibility","Acceleration_Events","Braking_Events","Steering_Input","Driver_Fatigue_Level","Distraction_Events","Speed","Lane_Departure_Events","Adaptive_Cruise_Control_Activation","Driver_Age","Driving_Experience","Vehicle_Type","Vehicle_Age","Accident_Occurrence","Near_Miss_Events","Intervention_Needed","Intervention_Level"
"Clear","Rural Road","Dry","Night",1,110,917,6,1,-2,7,1,88.75032676,0,0,28,18,"SUV",2,1,3,"Yes","Mild"
"Heavy Rain","Highway","Wet","Afternoon",1,70,204,10,3,7,7,0,66.53423809,0,0,18,25,"SUV",13,0,0,"Yes","Mild"
"Clear","Highway","Dry","Evening",2,100,930,1,9,8,9,1,68.76755454,1,1,36,30,"SUV",11,0,0,"Yes","Strong"
"Rain","Urban Road","Dry","Afternoon",3,100,831,8,1,8,2,3,54.16428213,3,1,29,20,"Truck",12,0,0,"No","No"
"Clear","Highway","Wet","Night",1,40,191,2,8,-9,2,2,66.5897601,3,0,47,7,"SUV",9,1,5,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",1,110,812,2,2,1,0,2,73.07415636,0,1,54,13,"SUV",1,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",3,100,854,8,2,6,3,3,64.55810447,2,1,50,1,"SUV",8,0,0,"No","No"
"Clear","Highway","Wet","Evening",3,50,102,3,2,0,10,0,64.43986442,3,1,28,3,"Truck",11,1,4,"Yes","Mild"
"Rain","Urban Road","Wet","Afternoon",1,40,243,1,2,2,10,4,79.0053427,1,1,18,21,"SUV",4,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Evening",2,90,134,6,9,10,7,4,69.26373111,1,0,24,32,"SUV",2,0,0,"No","No"
"Rain","Highway","Dry","Morning",3,100,849,4,7,3,10,5,62.42411449,2,0,49,31,"SUV",9,1,5,"Yes","Mild"
"Rain","Rural Road","Dry","Night",1,80,298,3,3,3,9,0,62.05108969,0,1,18,18,"SUV",12,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Night",3,100,443,3,3,-7,5,1,53.71048804,2,1,53,30,"Truck",7,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",2,90,394,10,10,10,7,2,51.20607625,1,1,23,25,"SUV",4,0,0,"No","No"
"Clear","Highway","Wet","Evening",1,40,648,3,8,10,3,0,75.93745673,0,0,28,10,"SUV",0,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",1,110,972,7,5,-8,5,3,74.96167543,1,1,41,27,"Truck",12,0,0,"No","No"
"Rain","Highway","Wet","Morning",2,110,803,3,6,-2,0,0,85.77419073,3,0,42,26,"Truck",5,0,0,"No","No"
"Rain","Rural Road","Dry","Afternoon",3,50,798,2,9,13,3,2,90.02946702,4,0,18,11,"Truck",5,0,0,"No","No"
"Clear","Highway","Wet","Evening",1,110,879,6,9,9,1,5,66.65068762,1,1,59,25,"Truck",4,0,0,"No","No"
"Heavy Rain","Highway","Dry","Evening",1,60,994,9,7,-1,2,3,64.78353371,0,1,18,10,"Sedan",14,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",3,70,649,10,5,9,8,3,93.30636445,0,1,50,9,"SUV",10,1,3,"Yes","Mild"
"Clear","Rural Road","Wet","Morning",2,70,423,8,2,-1,9,1,70.80426324,2,0,21,24,"Truck",1,1,5,"Yes","Mild"
"Rain","Urban Road","Dry","Afternoon",2,110,374,8,2,1,3,4,98.50611579,3,0,54,21,"SUV",7,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",2,40,657,10,5,1,8,4,96.2190989,2,1,34,18,"Sedan",3,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Night",2,60,717,0,2,7,1,1,111.8948217,2,1,34,18,"Truck",0,1,4,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",3,90,614,9,9,12,7,0,56.37777688,2,0,19,17,"Truck",13,0,0,"Yes","Mild"
"Rain","Rural Road","Dry","Evening",1,50,219,0,5,-6,7,0,73.2623098,2,1,37,21,"SUV",13,0,0,"Yes","Mild"
"Rain","Highway","Wet","Evening",2,40,542,8,3,3,2,1,76.39749733,1,1,44,3,"Truck",4,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",1,30,463,9,4,-2,5,2,106.1120507,0,0,58,24,"Truck",12,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",3,120,374,7,8,-2,6,4,97.4099736,1,1,51,11,"SUV",13,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",1,110,857,9,7,-2,0,3,60.49543464,3,1,23,29,"Sedan",6,1,3,"No","No"
"Rain","Rural Road","Wet","Morning",3,60,71,2,1,1,3,2,55.8563453,1,0,37,9,"SUV",0,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",3,110,938,5,1,-5,7,1,64.81212531,3,0,61,6,"SUV",14,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",2,100,943,8,6,-10,9,2,64.66913621,2,0,32,23,"SUV",14,1,1,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Morning",3,80,263,7,10,-8,7,0,93.65665128,1,0,36,18,"SUV",2,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",2,90,854,7,1,-9,8,4,90.25962133,2,0,55,16,"Sedan",3,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Night",1,30,192,2,5,9,10,5,92.41771013,0,1,70,19,"Sedan",7,0,0,"Yes","Mild"
"Rain","Highway","Wet","Afternoon",1,110,730,1,7,-8,3,3,33.65909615,1,1,19,28,"Truck",6,1,1,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",1,40,234,4,10,8,3,3,97.40777794,1,0,68,17,"SUV",4,0,0,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",2,40,244,3,3,-6,7,0,61.73250512,1,1,32,32,"Truck",5,0,0,"Yes","Mild"
"Rain","Highway","Wet","Evening",1,40,297,9,5,6,10,6,70.3402479,2,0,65,13,"Truck",1,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Night",2,80,601,4,1,-7,7,0,51.71823791,2,0,31,20,"Truck",0,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",3,50,859,10,2,9,0,2,86.4139577,1,0,26,24,"SUV",10,1,2,"No","No"
"Clear","Rural Road","Wet","Night",3,110,483,10,0,3,2,3,92.76607855,0,1,18,5,"Sedan",5,0,0,"No","No"
"Rain","Rural Road","Wet","Night",3,50,407,10,8,1,2,4,64.84961258,1,1,19,11,"Truck",7,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",1,80,502,6,10,-10,8,1,104.0737195,2,1,32,23,"SUV",2,1,4,"Yes","Mild"
"Rain","Highway","Wet","Evening",3,60,398,9,7,-1,5,4,76.43162162,2,1,31,20,"Truck",8,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Evening",2,60,510,1,5,-2,10,6,65.84811363,3,1,41,16,"Truck",3,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Morning",1,70,647,2,5,3,5,3,93.92146321,3,1,25,21,"SUV",2,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",1,50,728,3,0,3,7,5,98.44406936,1,1,56,17,"Truck",11,0,0,"Yes","Mild"
"Rain","Highway","Wet","Afternoon",2,80,634,2,0,-2,5,1,71.40651079,2,1,23,2,"Truck",11,0,0,"No","No"
"Rain","Urban Road","Wet","Night",3,120,355,0,1,-2,7,5,75.69268537,1,1,36,7,"Sedan",7,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Morning",1,30,919,5,4,0,5,0,80.65194557,3,0,31,16,"Truck",11,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",3,80,553,1,4,0,0,0,79.71931053,2,1,53,9,"SUV",2,0,0,"No","No"
"Clear","Urban Road","Dry","Night",3,90,704,10,1,4,6,3,62.66934716,2,0,42,19,"Truck",10,1,2,"No","No"
"Rain","Urban Road","Dry","Afternoon",3,50,674,2,5,9,7,5,71.95374007,0,1,44,1,"SUV",9,0,0,"Yes","Mild"
"Clear","Urban Road","Wet","Night",1,90,865,7,8,9,1,2,56.03454154,3,1,43,19,"SUV",9,1,3,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",3,60,785,3,9,-4,8,0,49.76254761,0,1,60,35,"Sedan",13,1,2,"Yes","Strong"
"Rain","Rural Road","Wet","Afternoon",3,110,810,8,3,5,7,0,74.09696583,0,1,22,1,"Sedan",1,0,0,"Yes","Mild"
"Clear","Rural Road","Wet","Evening",1,120,545,6,6,5,9,5,31.04749452,2,1,39,24,"SUV",8,0,0,"Yes","Strong"
"Clear","Urban Road","Wet","Evening",3,70,402,4,4,2,8,1,63.81152636,2,0,34,20,"Sedan",9,1,0,"Yes","Strong"
"Clear","Urban Road","Dry","Morning",3,90,351,3,7,4,5,2,65.72836746,2,0,33,17,"SUV",2,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,40,629,6,8,-7,9,2,41.55181305,2,0,26,26,"Sedan",9,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",3,40,532,5,7,-4,4,4,82.63952033,2,0,45,9,"SUV",10,0,0,"No","No"
"Clear","Highway","Wet","Morning",3,40,703,6,3,9,10,2,86.73871445,1,1,55,4,"Sedan",6,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Night",1,80,695,0,8,-2,3,1,56.96701226,0,1,27,31,"Sedan",6,0,0,"No","No"
"Rain","Rural Road","Dry","Evening",3,110,458,4,4,-4,5,2,92.58347535,3,0,51,4,"Sedan",6,1,1,"No","No"
"Clear","Highway","Wet","Night",2,40,794,7,6,6,1,3,69.24172479,1,1,36,6,"SUV",6,1,2,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,100,301,8,10,10,1,6,101.5936213,2,0,37,21,"SUV",4,0,0,"No","No"
"Rain","Highway","Wet","Morning",1,40,733,9,7,-1,10,1,69.80765468,2,1,44,17,"Truck",5,1,8,"Yes","Mild"
"Clear","Rural Road","Dry","Night",2,80,738,1,13,0,10,4,58.29021448,2,1,18,12,"Truck",2,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Morning",3,50,669,0,2,4,3,1,79.99306231,3,0,53,30,"Truck",5,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",1,60,177,7,10,-1,2,0,81.18153111,2,0,38,15,"Sedan",12,0,0,"No","No"
"Rain","Highway","Wet","Night",1,60,789,8,5,-6,2,3,103.4506332,0,1,33,18,"SUV",14,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",3,60,924,0,3,4,10,4,108.488592,1,1,55,5,"Truck",11,1,4,"Yes","Mild"
"Clear","Highway","Wet","Afternoon",1,70,814,8,0,-1,3,2,87.00080148,3,1,62,10,"Sedan",4,0,0,"No","No"
"Rain","Highway","Wet","Evening",1,90,911,1,10,8,3,1,91.31646435,2,1,18,1,"Sedan",14,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",1,50,744,5,10,2,1,3,38.65618586,0,1,56,15,"SUV",4,0,0,"No","No"
"Clear","Rural Road","Dry","Morning",3,100,612,8,7,2,6,4,83.4672426,0,0,51,9,"SUV",14,0,0,"No","No"
"Clear","Highway","Wet","Morning",2,90,807,3,0,3,3,1,53.52282898,1,0,20,15,"SUV",0,0,0,"No","No"
"Clear","Rural Road","Dry","Night",2,100,73,7,0,9,10,1,106.9447424,0,1,46,17,"Sedan",15,1,1,"Yes","Mild"
"Rain","Urban Road","Dry","Afternoon",3,80,194,9,11,-6,4,6,71.58297395,1,1,26,17,"Truck",15,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",2,110,263,4,10,-10,5,0,72.99114789,3,0,25,3,"Truck",3,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",1,100,494,0,3,2,8,3,37.10128858,2,1,45,13,"Sedan",4,0,0,"Yes","Strong"
"Clear","Rural Road","Dry","Evening",3,40,703,0,10,-5,4,4,52.218389,2,1,42,31,"Sedan",6,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",3,30,402,5,4,-8,10,1,59.56406448,0,1,41,16,"Truck",3,0,0,"Yes","Mild"
"Clear","Rural Road","Wet","Morning",1,90,783,0,10,-7,4,6,59.88311373,0,1,18,27,"Sedan",6,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",1,50,378,1,2,9,7,4,107.6065391,1,1,56,38,"Truck",11,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Evening",2,120,839,5,6,5,5,4,78.00423599,3,1,62,25,"Sedan",6,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",1,70,273,9,9,10,0,3,97.713931,2,0,61,34,"SUV",1,0,0,"No","No"
"Clear","Highway","Dry","Evening",3,40,351,1,10,-10,4,5,67.88519481,1,0,50,1,"SUV",0,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",3,80,299,8,5,0,7,4,92.67948112,2,1,61,27,"Sedan",12,1,4,"No","No"
"Rain","Rural Road","Wet","Night",1,100,804,0,8,7,8,5,102.7324728,4,0,54,26,"Truck",1,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Evening",3,30,361,7,7,5,2,4,57.06376498,3,0,56,19,"Truck",9,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,70,451,9,5,5,2,2,37.68056304,0,1,34,18,"Truck",0,0,0,"No","No"
"Clear","Rural Road","Dry","Morning",2,40,156,1,7,-7,0,3,82.2727989,1,1,26,1,"Sedan",1,0,0,"No","No"
"Rain","Urban Road","Dry","Night",1,80,475,4,3,7,9,3,77.10840936,1,1,40,16,"Sedan",13,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Night",2,120,100,7,6,-4,2,1,81.03988209,0,1,64,22,"Truck",3,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",2,80,306,7,11,4,10,1,87.56249263,1,1,68,14,"Truck",11,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Evening",3,100,903,10,7,-5,2,5,81.4181604,3,0,39,15,"Truck",1,1,1,"No","No"
"Clear","Highway","Wet","Evening",3,110,804,0,5,-9,0,2,89.9184004,2,1,26,20,"Sedan",2,0,0,"No","No"
"Clear","Urban Road","Wet","Afternoon",3,120,231,3,2,1,1,1,59.34625382,0,0,18,19,"SUV",10,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",1,100,702,2,0,-1,1,5,111.9047788,2,0,36,22,"Sedan",8,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",2,80,392,6,11,-3,5,3,47.60367939,1,0,36,1,"Truck",3,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",1,40,573,2,10,4,5,2,58.12807765,3,0,62,17,"Truck",13,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",2,50,424,0,1,-9,1,3,57.3342722,0,1,32,16,"SUV",4,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,80,795,10,6,0,8,2,81.42474491,3,1,33,12,"SUV",1,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Night",3,90,212,6,10,0,8,5,70.04241294,2,0,19,20,"Truck",13,1,4,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Morning",2,70,517,5,4,0,7,5,44.23603306,1,0,45,10,"SUV",4,1,2,"Yes","Mild"
"Clear","Rural Road","Dry","Afternoon",1,110,489,0,6,1,3,4,69.15013018,1,1,42,21,"Sedan",3,0,0,"No","No"
"Clear","Highway","Wet","Evening",3,50,762,10,6,8,4,3,46.11434765,0,1,58,18,"SUV",11,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",2,30,993,1,8,-2,6,0,47.94876677,0,1,45,39,"SUV",5,0,0,"No","No"
"Heavy Rain","Highway","Dry","Evening",2,70,187,9,7,7,2,0,67.41637343,2,0,45,8,"SUV",4,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",3,50,963,7,10,12,8,4,55.79999767,3,1,48,21,"Truck",4,1,3,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",1,70,768,10,6,0,8,6,47.23133257,1,0,29,1,"Sedan",0,1,2,"Yes","Mild"
"Clear","Highway","Dry","Morning",2,80,830,1,4,3,9,4,41.27864541,3,0,26,12,"Truck",7,0,0,"Yes","Strong"
"Rain","Urban Road","Wet","Morning",3,60,747,2,4,-5,0,2,78.1556761,2,0,43,12,"Truck",8,1,1,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",1,100,256,2,1,-7,3,6,93.06548263,2,0,52,23,"Truck",4,1,5,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",3,100,237,7,6,5,2,1,19.41299349,1,0,32,13,"Truck",11,0,0,"No","No"
"Rain","Urban Road","Wet","Night",2,60,382,7,9,-10,9,5,69.36759726,1,1,47,1,"Sedan",9,0,0,"Yes","Strong"
"Clear","Rural Road","Wet","Morning",3,40,542,1,6,-6,5,2,82.10012217,1,1,29,5,"SUV",13,0,0,"No","No"
"Rain","Rural Road","Dry","Evening",3,100,508,7,5,7,8,4,78.11090814,1,1,49,19,"SUV",11,1,5,"Yes","Mild"
"Clear","Highway","Dry","Afternoon",2,60,902,10,7,9,8,5,63.1971763,3,0,51,13,"Truck",1,0,0,"Yes","Strong"
"Rain","Highway","Wet","Evening",2,80,356,8,7,1,4,3,72.8142986,1,1,37,19,"SUV",13,1,3,"No","No"
"Rain","Urban Road","Dry","Afternoon",2,100,655,2,8,7,8,0,56.03600348,2,0,21,8,"SUV",1,0,0,"Yes","Strong"
"Clear","Rural Road","Dry","Night",1,100,221,0,9,3,10,4,77.77957076,1,1,52,15,"SUV",9,1,6,"Yes","Mild"
"Rain","Highway","Dry","Afternoon",1,90,795,5,4,7,4,2,63.28690752,4,0,36,26,"Truck",3,0,0,"No","No"
"Rain","Urban Road","Dry","Night",1,110,114,4,6,10,10,1,93.39634579,0,0,53,11,"Sedan",11,1,3,"Yes","Strong"
"Clear","Rural Road","Dry","Night",1,60,106,2,7,-2,3,0,51.61232254,2,0,21,6,"Truck",10,1,5,"No","No"
"Rain","Highway","Dry","Night",1,100,538,10,2,4,7,3,86.04307715,0,1,50,18,"SUV",12,1,1,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",1,80,671,10,5,5,7,3,44.43819484,1,0,55,11,"Truck",4,0,0,"No","No"
"Heavy Rain","Highway","Wet","Night",2,110,871,8,0,-3,10,4,96.01830765,2,1,48,19,"SUV",6,0,0,"Yes","Mild"
"Rain","Highway","Wet","Afternoon",2,100,279,4,6,5,1,2,67.93822778,1,1,24,4,"SUV",11,0,0,"No","No"
"Rain","Highway","Wet","Evening",1,80,330,9,5,4,1,2,62.06112022,1,0,48,4,"Sedan",0,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",2,70,644,4,9,8,0,2,69.6822261,0,0,56,18,"Sedan",11,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",2,110,262,6,3,3,2,3,82.84427395,1,1,41,12,"Truck",14,0,0,"No","No"
"Rain","Highway","Wet","Morning",1,110,721,10,5,3,1,2,61.49979067,1,1,60,18,"Sedan",0,1,2,"No","No"
"Clear","Rural Road","Dry","Night",1,60,380,4,5,-1,3,4,65.255415,3,0,44,8,"Truck",3,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",3,80,851,10,2,2,9,4,60.42591368,0,1,39,1,"SUV",12,0,0,"Yes","Strong"
"Clear","Rural Road","Dry","Afternoon",1,60,58,4,3,-4,9,2,70.04362293,3,1,57,12,"Truck",6,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Night",3,40,720,6,5,3,0,2,68.23720629,1,0,43,7,"SUV",13,1,5,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",2,40,146,5,2,10,10,0,46.184123,2,0,30,21,"SUV",0,1,2,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Evening",2,110,276,1,5,9,5,4,56.07410217,1,1,37,12,"Truck",13,0,0,"No","No"
"Rain","Urban Road","Wet","Morning",2,60,999,7,2,6,1,4,37.75282165,1,0,18,18,"SUV",1,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",2,110,751,5,1,5,2,5,74.0986778,3,1,29,6,"SUV",14,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",1,50,908,4,6,6,4,0,67.49864444,2,1,23,21,"SUV",3,1,3,"No","No"
"Rain","Urban Road","Dry","Night",2,50,833,10,3,-1,8,0,59.36861254,2,0,42,8,"Sedan",8,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",1,70,116,1,9,7,4,3,71.22621141,4,1,29,22,"Truck",15,0,0,"No","No"
"Clear","Urban Road","Wet","Afternoon",3,30,779,0,8,-8,3,1,106.8718548,2,1,36,20,"Truck",4,1,1,"No","No"
"Rain","Urban Road","Wet","Night",3,60,744,6,4,5,2,2,82.53284818,0,1,27,19,"Truck",12,0,0,"No","No"
"Clear","Urban Road","Dry","Evening",2,50,907,2,7,10,10,2,52.440098,1,1,28,4,"SUV",6,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Evening",3,40,72,7,6,-6,2,6,53.41251636,0,0,60,21,"Sedan",15,1,4,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",3,120,207,0,5,10,7,0,64.74888393,3,1,34,10,"Sedan",11,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",1,50,727,8,9,-8,0,4,110.8724149,4,0,63,8,"Truck",9,0,0,"No","No"
"Clear","Urban Road","Dry","Night",1,30,100,1,9,7,6,6,100.982652,3,0,52,7,"SUV",11,0,0,"Yes","Strong"
"Rain","Urban Road","Dry","Night",3,30,815,6,1,9,9,6,73.94030049,2,1,54,2,"Sedan",14,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Evening",2,90,168,3,1,4,2,1,19.47089697,3,1,18,16,"Sedan",3,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",3,120,926,6,1,3,5,3,83.92159097,1,1,19,9,"Sedan",6,1,4,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",1,120,204,7,0,5,5,0,96.16181936,0,0,34,20,"SUV",1,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",3,100,515,2,1,10,1,3,45.79031224,0,0,62,6,"SUV",8,0,0,"No","No"
"Rain","Highway","Dry","Morning",1,70,860,7,10,0,0,1,93.02297892,2,0,18,9,"Truck",4,1,1,"No","No"
"Rain","Urban Road","Dry","Evening",1,60,528,7,3,-3,0,1,70.90943966,3,1,44,24,"Sedan",5,1,3,"No","No"
"Clear","Urban Road","Dry","Morning",2,80,753,9,4,-2,4,3,58.39318029,1,1,42,1,"Sedan",8,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,100,158,10,10,-2,5,2,44.23237431,2,0,60,28,"Truck",6,0,0,"No","No"
"Rain","Urban Road","Wet","Morning",3,60,824,7,6,3,3,6,87.64192029,0,0,37,9,"SUV",1,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",1,80,420,1,7,-4,7,0,47.37369252,2,0,33,12,"SUV",3,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Afternoon",3,80,513,7,6,-3,4,4,87.4078362,1,0,39,17,"Sedan",3,0,0,"No","No"
"Rain","Highway","Dry","Night",2,40,239,1,9,0,6,4,91.70998988,0,0,45,14,"Sedan",5,0,0,"No","No"
"Rain","Urban Road","Dry","Night",3,80,650,6,3,-8,5,5,64.04168289,3,1,67,8,"Truck",3,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",3,40,832,9,4,2,1,4,66.35511856,3,0,49,5,"Truck",7,1,2,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,70,157,7,4,1,4,0,67.4119816,1,1,65,14,"Truck",0,0,0,"No","No"
"Rain","Highway","Dry","Evening",1,40,842,9,2,4,6,2,79.44068784,2,0,41,1,"Sedan",9,0,0,"No","No"
"Rain","Urban Road","Dry","Evening",1,60,551,3,1,0,2,5,79.08828998,2,0,50,19,"SUV",8,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",2,40,314,7,0,5,0,4,69.85600893,0,0,49,17,"SUV",2,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",2,120,910,2,1,-1,6,2,47.68383256,3,0,36,9,"SUV",11,0,0,"Yes","Strong"
"Rain","Highway","Dry","Afternoon",2,30,693,7,4,-2,8,0,115.8265971,1,0,70,10,"Truck",5,1,2,"Yes","Mild"
"Heavy Rain","Highway","Dry","Afternoon",1,110,460,7,7,-1,10,3,78.86877034,2,0,36,7,"Sedan",8,1,1,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Afternoon",3,80,552,2,4,8,1,4,96.55414137,2,1,36,24,"Truck",15,0,0,"No","No"
"Rain","Urban Road","Wet","Morning",2,100,937,4,7,5,4,4,25.62729835,3,1,53,30,"SUV",10,0,0,"No","No"
"Rain","Urban Road","Dry","Night",1,30,108,8,10,-8,1,2,73.35973647,2,1,43,11,"SUV",11,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",2,40,460,2,10,-4,8,3,74.88867941,2,0,24,12,"Sedan",4,0,0,"Yes","Strong"
"Clear","Urban Road","Wet","Morning",1,30,275,9,2,7,3,3,57.6387614,0,1,34,31,"Sedan",13,1,2,"No","No"
"Clear","Urban Road","Dry","Morning",1,70,52,8,10,-9,9,4,58.4605102,2,0,31,11,"SUV",0,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Afternoon",3,100,214,5,10,-2,7,5,60.16779709,2,1,41,20,"Truck",3,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",2,40,192,8,6,10,9,1,69.70150874,3,1,18,16,"Truck",11,0,0,"Yes","Mild"
"Rain","Urban Road","Dry","Evening",3,40,954,4,7,-10,3,2,64.84735454,0,1,49,20,"Sedan",2,1,3,"No","No"
"Clear","Rural Road","Wet","Morning",3,100,200,7,5,-5,9,6,79.58161543,2,1,60,8,"SUV",15,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Morning",2,40,630,4,5,2,1,1,77.05970378,1,1,35,3,"Truck",6,0,0,"No","No"
"Rain","Rural Road","Wet","Night",1,80,433,5,7,-3,10,1,44.78797704,2,0,54,7,"Sedan",5,1,3,"Yes","Strong"
"Clear","Urban Road","Dry","Evening",2,60,729,2,5,-2,6,0,71.23095673,2,0,47,19,"SUV",10,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Morning",2,100,986,6,4,-2,6,2,64.77329513,3,0,49,32,"SUV",4,1,2,"No","No"
"Clear","Highway","Wet","Afternoon",1,70,521,7,3,-2,2,4,41.90063803,3,0,69,16,"Sedan",9,1,5,"No","No"
"Clear","Rural Road","Dry","Morning",1,100,405,3,8,-4,5,1,50.72090726,3,0,48,42,"Truck",2,0,0,"No","No"
"Clear","Rural Road","Dry","Evening",1,120,397,4,2,10,7,3,83.18987789,2,1,40,12,"Truck",13,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",2,60,153,5,5,9,2,4,71.59450637,3,0,53,19,"Truck",13,0,0,"No","No"
"Rain","Highway","Wet","Morning",3,90,459,5,4,-7,5,3,74.80618313,0,0,31,25,"SUV",13,0,0,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",1,110,423,3,3,9,3,0,37.48365952,0,0,36,11,"Sedan",11,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",3,80,700,3,8,6,8,3,65.14262277,3,1,40,21,"SUV",0,1,2,"Yes","Strong"
"Clear","Rural Road","Dry","Night",2,30,593,5,5,5,8,5,62.1786224,0,0,32,22,"SUV",14,0,0,"Yes","Mild"
